anchor_mode,target_role,tau_true,config,T0,T1,branch,method,n_pairs,coverage_tsls,coverage_robust,delta_coverage_robust_minus_tsls,mcse_delta_coverage,bias_tsls,bias_robust,delta_signed_bias_robust_minus_tsls,mcse_delta_signed_bias,absolute_bias_tsls,absolute_bias_robust,delta_absolute_bias_robust_minus_tsls,delta_mean_abs_error_robust_minus_tsls,mcse_delta_mean_abs_error,rmse_tsls,rmse_robust,delta_rmse_robust_minus_tsls,mcse_delta_rmse
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,Aggregate Shock,HAC,1000,0.416,0.654,0.238,0.017767151478829457,0.3565993450724941,0.012372824437522335,-0.3442265206349717,0.08471970696132758,0.3565993450724941,0.012372824437522335,-0.3442265206349717,-0.6972640339563184,0.08219661820813674,2.703191765947987,0.06622896902317187,-2.6369627969248155,1.0988485625192446
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,Basic,AR,1000,0.834,0.84,0.006,0.009594584725565566,,,,,,,,,,,,,
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,Basic,ARIMA-Z,1000,0.9,0.902,0.002,0.007749584250529576,0.0011162125130108906,0.0010161313814275917,-0.0001000811315832989,0.00027154856100821204,0.0011162125130108906,0.0010161313814275917,-0.00010008113158329886,0.0011346989738862331,0.00025657155301333514,0.023618629710466417,0.026032231359096082,0.002413601648629665,0.0012135674888249278
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,Basic,HAC,1000,0.824,0.835,0.011,0.009745459146390897,0.0011162125130108906,0.0010161313814275917,-0.0001000811315832989,0.00027154856100821204,0.0011162125130108906,0.0010161313814275917,-0.00010008113158329886,0.0011346989738862331,0.00025657155301333514,0.023618629710466417,0.026032231359096082,0.002413601648629665,0.0012135674888249278
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,GFE,AR,1000,0.806,0.81,0.004,0.01581879370351084,,,,,,,,,,,,,
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,GFE,ARIMA-Z,1000,0.838,0.871,0.033,0.014075123768873547,0.022315331292543043,0.0002888512024351283,-0.022026480090107915,0.01854112904131914,0.022315331292543043,0.0002888512024351283,-0.022026480090107915,-0.34892193785939046,0.013668328669049816,0.5934717874243128,0.09100412012545582,-0.5024676672988571,0.06705069118711132
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,GFE,HAC,1000,0.794,0.786,-0.008,0.01575386251635402,0.022315331292543043,0.0002888512024351283,-0.022026480090107915,0.01854112904131914,0.022315331292543043,0.0002888512024351283,-0.022026480090107915,-0.34892193785939046,0.013668328669049816,0.5934717874243128,0.09100412012545582,-0.5024676672988571,0.06705069118711132
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,GFE + Agg. Shock,AR,1000,0.568,0.705,0.137,0.018508743165692627,,,,,,,,,,,,,
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,GFE + Agg. Shock,ARIMA-Z,1000,0.646,0.802,0.156,0.016910054699791777,0.8364320267157425,0.06238758487941983,-0.7740444418363226,0.2686615864466786,0.8364320267157425,0.06238758487941983,-0.7740444418363226,-0.9854443551998316,0.26766775355010736,8.535333966576077,0.25529883977300755,-8.28003512680307,2.9803727031627694
reanchored_template,restricted_tsls,-1.136097700507271,finite_length,5,10,GFE + Agg. Shock,HAC,1000,0.507,0.676,0.169,0.01862218531176687,0.8364320267157425,0.06238758487941983,-0.7740444418363226,0.2686615864466786,0.8364320267157425,0.06238758487941983,-0.7740444418363226,-0.9854443551998316,0.26766775355010736,8.535333966576077,0.25529883977300755,-8.28003512680307,2.9803727031627694
