sample,n_units,h_z_corr,theta_y_scale_multiplier,config,T0,T1,branch,estimator,n,mean_bias_component_total,mean_abs_bias_component_total,rmse_bias_component_total,mean_bias_component_gfe,mean_abs_bias_component_gfe,rmse_bias_component_gfe,mean_bias_component_shock,mean_abs_bias_component_shock,rmse_bias_component_shock,mean_bias_component_eps,mean_abs_bias_component_eps,rmse_bias_component_eps
restricted,49,0.75,3.0,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.13021519504013102,0.19162392744630558,0.30996302035517576,-0.006220704980584037,0.08438449538776513,0.14296907342477078,0.13528910351265802,0.167307747914107,0.2778950202731849,0.0011467965080570275,0.018070257187647265,0.029905368574166043
restricted,49,0.75,3.0,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,0.7139130264363024,0.8117850270506718,1.431971117160364,-0.019358341772699236,0.29024187237744453,1.1934655828675187,0.7341777204672012,0.7469607275534652,0.8542001651106504,-0.0009063522581995245,0.015591128275314479,0.04206064384049166
restricted,49,0.75,4.5,finite_length,5,10,Aggregate Shock,SIV,1000,1.5143146654026647,1.551831004660118,47.2021313770841,0.0,0.0,0.0,1.9896236364193582,2.023322017997346,62.255040496127606,-0.4753089710166936,0.4936623982071754,15.05296537574047
restricted,49,0.75,4.5,finite_length,5,10,Aggregate Shock,TSLS,1000,1.1158434746190249,1.1406876471450478,1.6211602364148483,0.0,0.0,0.0,1.1161235948455095,1.1386738779310877,1.6081198619378976,-0.00028012022648460366,0.015543208126427935,0.04391290665293583
restricted,49,0.75,4.5,finite_length,5,10,Basic,SIV,1000,0.0010161214716780723,0.01820379258067261,0.026032084351492485,0.0,0.0,0.0,0.0,0.0,0.0,0.0010161214716780723,0.01820379258067261,0.026032084351492485
restricted,49,0.75,4.5,finite_length,5,10,Basic,TSLS,1000,0.0011162125130108988,0.01706921256201737,0.02361862971046641,0.0,0.0,0.0,0.0,0.0,0.0,0.0011162125130108986,0.017069212562017367,0.02361862971046641
restricted,49,0.75,4.5,finite_length,5,10,GFE,SIV,1000,-1.3798899868923714e-05,0.04961722585604871,0.09046302932158308,-0.0010245383554355464,0.044779611882732155,0.08055337138651004,0.0,0.0,0.0,0.0010107394555666244,0.018459153322686227,0.027023358334355957
restricted,49,0.75,4.5,finite_length,5,10,GFE,TSLS,1000,0.019795946262067324,0.3729980424998015,0.566445633006962,0.018607778105260566,0.3727068921197002,0.564489708447905,0.0,0.0,0.0,0.001188168156806767,0.01726686004941589,0.024414140259799835
restricted,49,0.75,4.5,finite_length,5,10,GFE + Agg. Shock,SIV,1000,0.1161813637535405,0.19339151143158867,0.33125674114612713,-0.006850895211596452,0.08489721477298874,0.14522274072935124,0.12194799223641381,0.16733152448745084,0.301948774215397,0.0010842667287231632,0.01809630483193461,0.02945714647010825
restricted,49,0.75,4.5,finite_length,5,10,GFE + Agg. Shock,TSLS,1000,1.081001886669903,1.1767642285635849,1.7035701290416987,-0.019358341772699236,0.29024187237744453,1.1934655828675187,1.1012665807008017,1.1204410913301976,1.2813002476659756,-0.0009063522581995245,0.015591128275314479,0.04206064384049166
